champion,picked,side,order,team,enemy,game,position,player,fb,kills,deaths,assists,date,won,time,penta,stage
XAYAH,False,R,3,PSG,LLL,2,BAN,BAN,False,0,0,0,2023-10-12,True,00:32:12,0,PLAY-INS
LEE SIN,False,R,4,PSG,LLL,2,BAN,BAN,False,0,0,0,2023-10-12,True,00:32:12,0,PLAY-INS
SEJUANI,False,R,5,PSG,LLL,2,BAN,BAN,False,0,0,0,2023-10-12,True,00:32:12,0,PLAY-INS
SEJUANI,True,B,1,CFO,TW,1,JUNGLE,GEMINI,False,2,1,14,2023-10-12,True,00:30:04,0,PLAY-INS
GNAR,True,B,2,CFO,TW,1,TOP,REST,False,6,0,4,2023-10-12,True,00:30:04,0,PLAY-INS
ORIANA,True,B,3,CFO,TW,1,MID,JIMIEN,False,1,1,9,2023-10-12,True,00:30:04,0,PLAY-INS
RELL,True,B,4,CFO,TW,1,SUPPORT,SHIAUC,False,0,2,16,2023-10-12,True,00:30:04,0,PLAY-INS
KALISTA,True,B,5,CFO,TW,1,ADC,SHUNN,True,7,2,3,2023-10-12,True,00:30:04,0,PLAY-INS
RENEKTON,True,R,1,TW,CFO,1,TOP,SPARDA,False,1,3,2,2023-10-12,False,00:30:04,0,PLAY-INS
AHRI,True,R,2,TW,CFO,1,MID,GLORYY,False,3,2,3,2023-10-12,False,00:30:04,0,PLAY-INS
LEE SIN,True,R,3,TW,CFO,1,JUNGLE,BEANJ,False,0,4,6,2023-10-12,False,00:30:04,0,PLAY-INS
ALISTAR,True,R,4,TW,CFO,1,SUPPORT,BIE,False,0,4,6,2023-10-12,False,00:30:04,0,PLAY-INS
APHELIOS,True,R,5,TW,CFO,1,ADC,ARTEMIS,False,2,3,3,2023-10-12,False,00:30:04,0,PLAY-INS
LEBLANC,False,B,1,CFO,TW,1,BAN,BAN,False,0,0,0,2023-10-12,True,00:30:04,0,PLAY-INS
VIEGO,False,B,2,CFO,TW,1,BAN,BAN,False,0,0,0,2023-10-12,True,00:30:04,0,PLAY-INS
KAI'SA,False,B,3,CFO,TW,1,BAN,BAN,False,0,0,0,2023-10-12,True,00:30:04,0,PLAY-INS
NAUTILUS,False,B,4,CFO,TW,1,BAN,BAN,False,0,0,0,2023-10-12,True,00:30:04,0,PLAY-INS
RAKAN,False,B,5,CFO,TW,1,BAN,BAN,False,0,0,0,2023-10-12,True,00:30:04,0,PLAY-INS
MAOKAI,False,R,1,TW,CFO,1,BAN,BAN,False,0,0,0,2023-10-12,False,00:30:04,0,PLAY-INS
RUMBLE,False,R,2,TW,CFO,1,BAN,BAN,False,0,0,0,2023-10-12,False,00:30:04,0,PLAY-INS
XAYAH,False,R,3,TW,CFO,1,BAN,BAN,False,0,0,0,2023-10-12,False,00:30:04,0,PLAY-INS
DRAVEN,False,R,4,TW,CFO,1,BAN,BAN,False,0,0,0,2023-10-12,False,00:30:04,0,PLAY-INS
BLITZCRANK,False,R,5,TW,CFO,1,BAN,BAN,False,0,0,0,2023-10-12,False,00:30:04,0,PLAY-INS
XAYAH,True,B,1,TW,CFO,2,ADC,ARTEMIS,False,4,0,4,2023-10-12,True,00:30:39,0,PLAY-INS
RAKAN,True,B,2,TW,CFO,2,SUPPORT,BIE,False,0,0,8,2023-10-12,True,00:30:39,0,PLAY-INS
K'SANTE,True,B,3,TW,CFO,2,TOP,SPARDA,False,3,1,7,2023-10-12,True,00:30:39,0,PLAY-INS
NEEKO,True,B,4,TW,CFO,2,MID,GLORYY,False,1,1,3,2023-10-12,True,00:30:39,0,PLAY-INS
JARVAN IV,True,B,5,TW,CFO,2,JUNGLE,BEANJ,True,4,2,7,2023-10-12,True,00:30:39,0,PLAY-INS
KAI'SA,True,R,1,CFO,TW,2,ADC,SHUNN,False,1,2,1,2023-10-12,False,00:30:39,0,PLAY-INS
LEE SIN,True,R,2,CFO,TW,2,JUNGLE,GEMINI,False,1,3,2,2023-10-12,False,00:30:39,0,PLAY-INS
BLITZCRANK,True,R,3,CFO,TW,2,SUPPORT,SHIAUC,False,2,3,2,2023-10-12,False,00:30:39,0,PLAY-INS
AHRI,True,R,4,CFO,TW,2,MID,JIMIEN,False,0,0,3,2023-10-12,False,00:30:39,0,PLAY-INS
GWEN,True,R,5,CFO,TW,2,TOP,REST,False,0,4,2,2023-10-12,False,00:30:39,0,PLAY-INS
MAOKAI,False,B,1,TW,CFO,2,BAN,BAN,False,0,0,0,2023-10-12,True,00:30:39,0,PLAY-INS
RUMBLE,False,B,2,TW,CFO,2,BAN,BAN,False,0,0,0,2023-10-12,True,00:30:39,0,PLAY-INS
SEJUANI,False,B,3,TW,CFO,2,BAN,BAN,False,0,0,0,2023-10-12,True,00:30:39,0,PLAY-INS
ORIANA,False,B,4,TW,CFO,2,BAN,BAN,False,0,0,0,2023-10-12,True,00:30:39,0,PLAY-INS
SYNDRA,False,B,5,TW,CFO,2,BAN,BAN,False,0,0,0,2023-10-12,True,00:30:39,0,PLAY-INS
LEBLANC,False,R,1,CFO,TW,2,BAN,BAN,False,0,0,0,2023-10-12,False,00:30:39,0,PLAY-INS
VIEGO,False,R,2,CFO,TW,2,BAN,BAN,False,0,0,0,2023-10-12,False,00:30:39,0,PLAY-INS
NAUTILUS,False,R,3,CFO,TW,2,BAN,BAN,False,0,0,0,2023-10-12,False,00:30:39,0,PLAY-INS
NOCTURNE,False,R,4,CFO,TW,2,BAN,BAN,False,0,0,0,2023-10-12,False,00:30:39,0,PLAY-INS
VI,False,R,5,CFO,TW,2,BAN,BAN,False,0,0,0,2023-10-12,False,00:30:39,0,PLAY-INS
XAYAH,True,B,1,CFO,TW,3,ADC,SHUNN,False,5,4,9,2023-10-12,False,00:33:28,0,PLAY-INS
RENEKTON,True,B,2,CFO,TW,3,TOP,REST,False,3,3,5,2023-10-12,False,00:33:28,0,PLAY-INS
RELL,True,B,3,CFO,TW,3,SUPPORT,SHIAUC,False,0,8,11,2023-10-12,False,00:33:28,0,PLAY-INS
AZIR,True,B,4,CFO,TW,3,MID,JIMIEN,False,5,4,8,2023-10-12,False,00:33:28,0,PLAY-INS
VI,True,B,5,CFO,TW,3,JUNGLE,GEMINI,True,5,4,7,2023-10-12,False,00:33:28,0,PLAY-INS
KAI'SA,True,R,1,TW,CFO,3,ADC,ARTEMIS,False,4,2,17,2023-10-12,True,00:33:28,0,PLAY-INS
NAUTILUS,True,R,2,TW,CFO,3,SUPPORT,BIE,False,3,5,14,2023-10-12,True,00:33:28,0,PLAY-INS
JARVAN IV,True,R,3,TW,CFO,3,JUNGLE,BEANJ,False,2,6,14,2023-10-12,True,00:33:28,0,PLAY-INS
ORIANA,True,R,4,TW,CFO,3,MID,GLORYY,False,10,4,10,2023-10-12,True,00:33:28,0,PLAY-INS
AATROX,True,R,5,TW,CFO,3,TOP,SPARDA,False,4,1,14,2023-10-12,True,00:33:28,0,PLAY-INS
LEBLANC,False,B,1,CFO,TW,3,BAN,BAN,False,0,0,0,2023-10-12,False,00:33:28,0,PLAY-INS
VIEGO,False,B,2,CFO,TW,3,BAN,BAN,False,0,0,0,2023-10-12,False,00:33:28,0,PLAY-INS
K'SANTE,False,B,3,CFO,TW,3,BAN,BAN,False,0,0,0,2023-10-12,False,00:33:28,0,PLAY-INS
AHRI,False,B,4,CFO,TW,3,BAN,BAN,False,0,0,0,2023-10-12,False,00:33:28,0,PLAY-INS
TALIYAH,False,B,5,CFO,TW,3,BAN,BAN,False,0,0,0,2023-10-12,False,00:33:28,0,PLAY-INS
MAOKAI,False,R,1,TW,CFO,3,BAN,BAN,False,0,0,0,2023-10-12,True,00:33:28,0,PLAY-INS
RUMBLE,False,R,2,TW,CFO,3,BAN,BAN,False,0,0,0,2023-10-12,True,00:33:28,0,PLAY-INS
SEJUANI,False,R,3,TW,CFO,3,BAN,BAN,False,0,0,0,2023-10-12,True,00:33:28,0,PLAY-INS
NEEKO,False,R,4,TW,CFO,3,BAN,BAN,False,0,0,0,2023-10-12,True,00:33:28,0,PLAY-INS
POPPY,False,R,5,TW,CFO,3,BAN,BAN,False,0,0,0,2023-10-12,True,00:33:28,0,PLAY-INS
RELL,True,B,1,R7,GAM,1,SUPPORT,LYONZ,False,0,4,3,2023-10-13,False,00:26:18,0,PLAY-INS
JARVAN IV,True,B,2,R7,GAM,1,JUNGLE,ODDIE,False,0,3,5,2023-10-13,False,00:26:18,0,PLAY-INS
KAI'SA,True,B,3,R7,GAM,1,ADC,CEO,False,2,1,2,2023-10-13,False,00:26:18,0,PLAY-INS
GWEN,True,B,4,R7,GAM,1,TOP,BONG,False,0,7,2,2023-10-13,False,00:26:18,0,PLAY-INS
SYLAS,True,B,5,R7,GAM,1,MID,MIREU,True,4,4,1,2023-10-13,False,00:26:18,0,PLAY-INS
XAYAH,True,R,1,GAM,R7,1,ADC,SLAYDER,False,8,0,5,2023-10-13,True,00:26:18,0,PLAY-INS
RAKAN,True,R,2,GAM,R7,1,SUPPORT,PALETTE,False,0,0,16,2023-10-13,True,00:26:18,0,PLAY-INS
K'SANTE,True,R,3,GAM,R7,1,TOP,KIAYA,False,2,2,12,2023-10-13,True,00:26:18,0,PLAY-INS
WUKONG,True,R,4,GAM,R7,1,JUNGLE,LEVI,False,6,2,11,2023-10-13,True,00:26:18,0,PLAY-INS
SYNDRA,True,R,5,GAM,R7,1,MID,KATI,False,3,2,10,2023-10-13,True,00:26:18,0,PLAY-INS
ORIANA,False,B,1,R7,GAM,1,BAN,BAN,False,0,0,0,2023-10-13,False,00:26:18,0,PLAY-INS
RUMBLE,False,B,2,R7,GAM,1,BAN,BAN,False,0,0,0,2023-10-13,False,00:26:18,0,PLAY-INS
MAOKAI,False,B,3,R7,GAM,1,BAN,BAN,False,0,0,0,2023-10-13,False,00:26:18,0,PLAY-INS
LEE SIN,False,B,4,R7,GAM,1,BAN,BAN,False,0,0,0,2023-10-13,False,00:26:18,0,PLAY-INS
VI,False,B,5,R7,GAM,1,BAN,BAN,False,0,0,0,2023-10-13,False,00:26:18,0,PLAY-INS
POPPY,False,R,1,GAM,R7,1,BAN,BAN,False,0,0,0,2023-10-13,True,00:26:18,0,PLAY-INS
SEJUANI,False,R,2,GAM,R7,1,BAN,BAN,False,0,0,0,2023-10-13,True,00:26:18,0,PLAY-INS
AKALI,False,R,3,GAM,R7,1,BAN,BAN,False,0,0,0,2023-10-13,True,00:26:18,0,PLAY-INS
NEEKO,False,R,4,GAM,R7,1,BAN,BAN,False,0,0,0,2023-10-13,True,00:26:18,0,PLAY-INS
AHRI,False,R,5,GAM,R7,1,BAN,BAN,False,0,0,0,2023-10-13,True,00:26:18,0,PLAY-INS
RAKAN,True,B,1,R7,GAM,2,SUPPORT,LYONZ,False,0,5,4,2023-10-13,False,00:31:07,0,PLAY-INS
KAI'SA,True,B,2,R7,GAM,2,ADC,CEO,False,2,6,2,2023-10-13,False,00:31:07,0,PLAY-INS
LEE SIN,True,B,3,R7,GAM,2,JUNGLE,ODDIE,True,2,3,1,2023-10-13,False,00:31:07,0,PLAY-INS
AHRI,True,B,4,R7,GAM,2,MID,MIREU,False,1,4,4,2023-10-13,False,00:31:07,0,PLAY-INS
K'SANTE,True,B,5,R7,GAM,2,TOP,BONG,False,2,6,2,2023-10-13,False,00:31:07,0,PLAY-INS
XAYAH,True,R,1,GAM,R7,2,ADC,SLAYDER,False,9,2,5,2023-10-13,True,00:31:07,1,PLAY-INS
RELL,True,R,2,GAM,R7,2,SUPPORT,PALETTE,False,1,0,17,2023-10-13,True,00:31:07,0,PLAY-INS
SYNDRA,True,R,3,GAM,R7,2,MID,KATI,False,4,2,9,2023-10-13,True,00:31:07,0,PLAY-INS
JAX,True,R,4,GAM,R7,2,TOP,KIAYA,False,6,2,7,2023-10-13,True,00:31:07,0,PLAY-INS
VI,True,R,5,GAM,R7,2,JUNGLE,LEVI,False,4,1,13,2023-10-13,True,00:31:07,0,PLAY-INS
ORIANA,False,B,1,R7,GAM,2,BAN,BAN,False,0,0,0,2023-10-13,False,00:31:07,0,PLAY-INS
RUMBLE,False,B,2,R7,GAM,2,BAN,BAN,False,0,0,0,2023-10-13,False,00:31:07,0,PLAY-INS
MAOKAI,False,B,3,R7,GAM,2,BAN,BAN,False,0,0,0,2023-10-13,False,00:31:07,0,PLAY-INS
JARVAN IV,False,B,4,R7,GAM,2,BAN,BAN,False,0,0,0,2023-10-13,False,00:31:07,0,PLAY-INS
KENNEN,False,B,5,R7,GAM,2,BAN,BAN,False,0,0,0,2023-10-13,False,00:31:07,0,PLAY-INS
POPPY,False,R,1,GAM,R7,2,BAN,BAN,False,0,0,0,2023-10-13,True,00:31:07,0,PLAY-INS
SEJUANI,False,R,2,GAM,R7,2,BAN,BAN,False,0,0,0,2023-10-13,True,00:31:07,0,PLAY-INS
AKALI,False,R,3,GAM,R7,2,BAN,BAN,False,0,0,0,2023-10-13,True,00:31:07,0,PLAY-INS
NEEKO,False,R,4,GAM,R7,2,BAN,BAN,False,0,0,0,2023-10-13,True,00:31:07,0,PLAY-INS
LEBLANC,False,R,5,GAM,R7,2,BAN,BAN,False,0,0,0,2023-10-13,True,00:31:07,0,PLAY-INS
MAOKAI,True,B,1,DFM,BDS,1,JUNGLE,STEAL,True,2,0,0,2023-10-13,False,00:26:54,0,PLAY-INS
KAI'SA,True,B,2,DFM,BDS,1,ADC,YUTAPON,False,0,2,2,2023-10-13,False,00:26:54,0,PLAY-INS
ALISTAR,True,B,3,DFM,BDS,1,SUPPORT,HARP,False,0,2,2,2023-10-13,False,00:26:54,0,PLAY-INS
SYNDRA,True,B,4,DFM,BDS,1,MID,ARIA,False,0,1,1,2023-10-13,False,00:26:54,0,PLAY-INS
AATROX,True,B,5,DFM,BDS,1,TOP,APAMEN,False,0,2,1,2023-10-13,False,00:26:54,0,PLAY-INS
XAYAH,True,R,1,BDS,DFM,1,ADC,CROWNIE,False,2,1,6,2023-10-13,True,00:26:54,0,PLAY-INS
IVERN,True,R,2,BDS,DFM,1,JUNGLE,SHEO,False,1,0,9,2023-10-13,True,00:26:54,0,PLAY-INS
BRAUM,True,R,3,BDS,DFM,1,SUPPORT,LABROV,False,0,0,10,2023-10-13,True,00:26:54,0,PLAY-INS
JAYCE,True,R,4,BDS,DFM,1,MID,NUC,False,6,0,3,2023-10-13,True,00:26:54,0,PLAY-INS
RENEKTON,True,R,5,BDS,DFM,1,TOP,ADAM,False,1,1,5,2023-10-13,True,00:26:54,0,PLAY-INS
DARIUS,False,B,1,DFM,BDS,1,BAN,BAN,False,0,0,0,2023-10-13,False,00:26:54,0,PLAY-INS
ORIANA,False,B,2,DFM,BDS,1,BAN,BAN,False,0,0,0,2023-10-13,False,00:26:54,0,PLAY-INS
RAKAN,False,B,3,DFM,BDS,1,BAN,BAN,False,0,0,0,2023-10-13,False,00:26:54,0,PLAY-INS
OLAF,False,B,4,DFM,BDS,1,BAN,BAN,False,0,0,0,2023-10-13,False,00:26:54,0,PLAY-INS
TRISTANA,False,B,5,DFM,BDS,1,BAN,BAN,False,0,0,0,2023-10-13,False,00:26:54,0,PLAY-INS
SENNA,False,R,1,BDS,DFM,1,BAN,BAN,False,0,0,0,2023-10-13,True,00:26:54,0,PLAY-INS
TALIYAH,False,R,2,BDS,DFM,1,BAN,BAN,False,0,0,0,2023-10-13,True,00:26:54,0,PLAY-INS
RUMBLE,False,R,3,BDS,DFM,1,BAN,BAN,False,0,0,0,2023-10-13,True,00:26:54,0,PLAY-INS
NEEKO,False,R,4,BDS,DFM,1,BAN,BAN,False,0,0,0,2023-10-13,True,00:26:54,0,PLAY-INS
AZIR,False,R,5,BDS,DFM,1,BAN,BAN,False,0,0,0,2023-10-13,True,00:26:54,0,PLAY-INS
XAYAH,True,B,1,BDS,DFM,2,ADC,CROWNIE,False,10,1,5,2023-10-13,True,00:28:57,1,PLAY-INS
VI,True,B,2,BDS,DFM,2,JUNGLE,SHEO,False,5,1,6,2023-10-13,True,00:28:57,0,PLAY-INS
RAKAN,True,B,3,BDS,DFM,2,SUPPORT,LABROV,False,0,2,15,2023-10-13,True,00:28:57,0,PLAY-INS
JAX,True,B,4,BDS,DFM,2,TOP,ADAM,False,3,0,5,2023-10-13,True,00:28:57,0,PLAY-INS
CASSIOPEIA,True,B,5,BDS,DFM,2,MID,NUC,False,2,3,5,2023-10-13,True,00:28:57,0,PLAY-INS
KAI'SA,True,R,1,DFM,BDS,2,ADC,YUTAPON,True,3,2,1,2023-10-13,False,00:28:57,0,PLAY-INS
TRISTANA,True,R,2,DFM,BDS,2,MID,ARIA,False,4,6,2,2023-10-13,False,00:28:57,0,PLAY-INS
IVERN,True,R,3,DFM,BDS,2,JUNGLE,STEAL,False,0,4,6,2023-10-13,False,00:28:57,0,PLAY-INS
BLITZCRANK,True,R,4,DFM,BDS,2,SUPPORT,HARP,False,0,4,7,2023-10-13,False,00:28:57,0,PLAY-INS
POPPY,True,R,5,DFM,BDS,2,TOP,APAMEN,False,0,4,2,2023-10-13,False,00:28:57,0,PLAY-INS
SENNA,False,B,1,BDS,DFM,2,BAN,BAN,False,0,0,0,2023-10-13,True,00:28:57,0,PLAY-INS
TALIYAH,False,B,2,BDS,DFM,2,BAN,BAN,False,0,0,0,2023-10-13,True,00:28:57,0,PLAY-INS
RUMBLE,False,B,3,BDS,DFM,2,BAN,BAN,False,0,0,0,2023-10-13,True,00:28:57,0,PLAY-INS
NAUTILUS,False,B,4,BDS,DFM,2,BAN,BAN,False,0,0,0,2023-10-13,True,00:28:57,0,PLAY-INS
RELL,False,B,5,BDS,DFM,2,BAN,BAN,False,0,0,0,2023-10-13,True,00:28:57,0,PLAY-INS
DARIUS,False,R,1,DFM,BDS,2,BAN,BAN,False,0,0,0,2023-10-13,False,00:28:57,0,PLAY-INS
ORIANA,False,R,2,DFM,BDS,2,BAN,BAN,False,0,0,0,2023-10-13,False,00:28:57,0,PLAY-INS
MAOKAI,False,R,3,DFM,BDS,2,BAN,BAN,False,0,0,0,2023-10-13,False,00:28:57,0,PLAY-INS
OLAF,False,R,4,DFM,BDS,2,BAN,BAN,False,0,0,0,2023-10-13,False,00:28:57,0,PLAY-INS
RENEKTON,False,R,5,DFM,BDS,2,BAN,BAN,False,0,0,0,2023-10-13,False,00:28:57,0,PLAY-INS
XAYAH,True,B,1,LLL,GAM,1,ADC,ROUTE,False,1,3,2,2023-10-14,False,00:35:25,0,PLAY-INS
LEE SIN,True,B,2,LLL,GAM,1,JUNGLE,CROC,True,3,7,4,2023-10-14,False,00:35:25,0,PLAY-INS
NAUTILUS,True,B,3,LLL,GAM,1,SUPPORT,CEOS,False,0,7,3,2023-10-14,False,00:35:25,0,PLAY-INS
AHRI,True,B,4,LLL,GAM,1,MID,TINOWNS,False,3,4,3,2023-10-14,False,00:35:25,0,PLAY-INS
AATROX,True,B,5,LLL,GAM,1,TOP,ROBO,False,2,6,3,2023-10-14,False,00:35:25,0,PLAY-INS
RAKAN,True,R,1,GAM,LLL,1,SUPPORT,PALETTE,False,0,1,17,2023-10-14,True,00:35:25,0,PLAY-INS
KAI'SA,True,R,2,GAM,LLL,1,ADC,SLAYDER,False,10,2,9,2023-10-14,True,00:35:25,0,PLAY-INS
K'SANTE,True,R,3,GAM,LLL,1,TOP,KIAYA,False,5,1,15,2023-10-14,True,00:35:25,0,PLAY-INS
NOCTURNE,True,R,4,GAM,LLL,1,JUNGLE,LEVI,False,3,3,17,2023-10-14,True,00:35:25,0,PLAY-INS
VIKTOR,True,R,5,GAM,LLL,1,MID,KATI,False,9,2,11,2023-10-14,True,00:35:25,0,PLAY-INS
MAOKAI,False,B,1,LLL,GAM,1,BAN,BAN,False,0,0,0,2023-10-14,False,00:35:25,0,PLAY-INS
JAX,False,B,2,LLL,GAM,1,BAN,BAN,False,0,0,0,2023-10-14,False,00:35:25,0,PLAY-INS
SYNDRA,False,B,3,LLL,GAM,1,BAN,BAN,False,0,0,0,2023-10-14,False,00:35:25,0,PLAY-INS
JARVAN IV,False,B,4,LLL,GAM,1,BAN,BAN,False,0,0,0,2023-10-14,False,00:35:25,0,PLAY-INS
RELL,False,B,5,LLL,GAM,1,BAN,BAN,False,0,0,0,2023-10-14,False,00:35:25,0,PLAY-INS
POPPY,False,R,1,GAM,LLL,1,BAN,BAN,False,0,0,0,2023-10-14,True,00:35:25,0,PLAY-INS
RENEKTON,False,R,2,GAM,LLL,1,BAN,BAN,False,0,0,0,2023-10-14,True,00:35:25,0,PLAY-INS
ORIANA,False,R,3,GAM,LLL,1,BAN,BAN,False,0,0,0,2023-10-14,True,00:35:25,0,PLAY-INS
NEEKO,False,R,4,GAM,LLL,1,BAN,BAN,False,0,0,0,2023-10-14,True,00:35:25,0,PLAY-INS
OLAF,False,R,5,GAM,LLL,1,BAN,BAN,False,0,0,0,2023-10-14,True,00:35:25,0,PLAY-INS
RAKAN,True,B,1,LLL,GAM,2,SUPPORT,CEOS,False,0,3,2,2023-10-14,False,00:36:32,0,PLAY-INS
KAI'SA,True,B,2,LLL,GAM,2,ADC,ROUTE,False,0,1,1,2023-10-14,False,00:36:32,0,PLAY-INS
JARVAN IV,True,B,3,LLL,GAM,2,JUNGLE,CROC,False,1,7,2,2023-10-14,False,00:36:32,0,PLAY-INS
OLAF,True,B,4,LLL,GAM,2,TOP,ROBO,False,1,7,1,2023-10-14,False,00:36:32,0,PLAY-INS
TALIYAH,True,B,5,LLL,GAM,2,MID,TINOWNS,True,1,1,0,2023-10-14,False,00:36:32,0,PLAY-INS
XAYAH,True,R,1,GAM,LLL,2,ADC,SLAYDER,False,9,0,3,2023-10-14,True,00:36:32,0,PLAY-INS
RELL,True,R,2,GAM,LLL,2,SUPPORT,PALETTE,False,0,1,12,2023-10-14,True,00:36:32,0,PLAY-INS
SYNDRA,True,R,3,GAM,LLL,2,MID,KATI,False,3,1,8,2023-10-14,True,00:36:32,0,PLAY-INS
WUKONG,True,R,4,GAM,LLL,2,JUNGLE,LEVI,False,0,0,12,2023-10-14,True,00:36:32,0,PLAY-INS
GNAR,True,R,5,GAM,LLL,2,TOP,KIAYA,False,7,1,7,2023-10-14,True,00:36:32,0,PLAY-INS
MAOKAI,False,B,1,LLL,GAM,2,BAN,BAN,False,0,0,0,2023-10-14,False,00:36:32,0,PLAY-INS
JAX,False,B,2,LLL,GAM,2,BAN,BAN,False,0,0,0,2023-10-14,False,00:36:32,0,PLAY-INS
K'SANTE,False,B,3,LLL,GAM,2,BAN,BAN,False,0,0,0,2023-10-14,False,00:36:32,0,PLAY-INS
VI,False,B,4,LLL,GAM,2,BAN,BAN,False,0,0,0,2023-10-14,False,00:36:32,0,PLAY-INS
LEE SIN,False,B,5,LLL,GAM,2,BAN,BAN,False,0,0,0,2023-10-14,False,00:36:32,0,PLAY-INS
POPPY,False,R,1,GAM,LLL,2,BAN,BAN,False,0,0,0,2023-10-14,True,00:36:32,0,PLAY-INS
RENEKTON,False,R,2,GAM,LLL,2,BAN,BAN,False,0,0,0,2023-10-14,True,00:36:32,0,PLAY-INS
NOCTURNE,False,R,3,GAM,LLL,2,BAN,BAN,False,0,0,0,2023-10-14,True,00:36:32,0,PLAY-INS
NEEKO,False,R,4,GAM,LLL,2,BAN,BAN,False,0,0,0,2023-10-14,True,00:36:32,0,PLAY-INS
ORIANA,False,R,5,GAM,LLL,2,BAN,BAN,False,0,0,0,2023-10-14,True,00:36:32,0,PLAY-INS
MAOKAI,True,B,1,CFO,BDS,1,JUNGLE,GEMINI,False,2,4,11,2023-10-14,False,00:42:25,0,PLAY-INS
JAYCE,True,B,2,CFO,BDS,1,MID,JIMIEN,False,9,3,8,2023-10-14,False,00:42:25,0,PLAY-INS
KAI'SA,True,B,3,CFO,BDS,1,ADC,SHUNN,False,5,4,11,2023-10-14,False,00:42:25,0,PLAY-INS
RELL,True,B,4,CFO,BDS,1,SUPPORT,SHIAUC,False,0,5,16,2023-10-14,False,00:42:25,0,PLAY-INS
AATROX,True,B,5,CFO,BDS,1,TOP,REST,False,2,4,10,2023-10-14,False,00:42:25,0,PLAY-INS
XAYAH,True,R,1,BDS,CFO,1,ADC,CROWNIE,True,10,3,6,2023-10-14,True,00:42:25,0,PLAY-INS
SEJUANI,True,R,2,BDS,CFO,1,JUNGLE,SHEO,False,2,2,16,2023-10-14,True,00:42:25,0,PLAY-INS
AZIR,True,R,3,BDS,CFO,1,MID,NUC,False,8,3,9,2023-10-14,True,00:42:25,0,PLAY-INS
ALISTAR,True,R,4,BDS,CFO,1,SUPPORT,LABROV,False,0,5,18,2023-10-14,True,00:42:25,0,PLAY-INS
SETT,True,R,5,BDS,CFO,1,TOP,ADAM,False,0,5,11,2023-10-14,True,00:42:25,0,PLAY-INS
ORIANA,False,B,1,CFO,BDS,1,BAN,BAN,False,0,0,0,2023-10-14,False,00:42:25,0,PLAY-INS
IVERN,False,B,2,CFO,BDS,1,BAN,BAN,False,0,0,0,2023-10-14,False,00:42:25,0,PLAY-INS
RAKAN,False,B,3,CFO,BDS,1,BAN,BAN,False,0,0,0,2023-10-14,False,00:42:25,0,PLAY-INS
DARIUS,False,B,4,CFO,BDS,1,BAN,BAN,False,0,0,0,2023-10-14,False,00:42:25,0,PLAY-INS
RENEKTON,False,B,5,CFO,BDS,1,BAN,BAN,False,0,0,0,2023-10-14,False,00:42:25,0,PLAY-INS
RUMBLE,False,R,1,BDS,CFO,1,BAN,BAN,False,0,0,0,2023-10-14,True,00:42:25,0,PLAY-INS
JARVAN IV,False,R,2,BDS,CFO,1,BAN,BAN,False,0,0,0,2023-10-14,True,00:42:25,0,PLAY-INS
BLITZCRANK,False,R,3,BDS,CFO,1,BAN,BAN,False,0,0,0,2023-10-14,True,00:42:25,0,PLAY-INS
K'SANTE,False,R,4,BDS,CFO,1,BAN,BAN,False,0,0,0,2023-10-14,True,00:42:25,0,PLAY-INS
NAUTILUS,False,R,5,BDS,CFO,1,BAN,BAN,False,0,0,0,2023-10-14,True,00:42:25,0,PLAY-INS
SEJUANI,True,B,1,CFO,BDS,2,JUNGLE,GEMINI,False,2,3,2,2023-10-14,False,00:28:29,0,PLAY-INS
AATROX,True,B,2,CFO,BDS,2,TOP,REST,False,1,4,0,2023-10-14,False,00:28:29,0,PLAY-INS
KAI'SA,True,B,3,CFO,BDS,2,ADC,SHUNN,True,2,2,1,2023-10-14,False,00:28:29,0,PLAY-INS
SYLAS,True,B,4,CFO,BDS,2,MID,JIMIEN,False,0,3,3,2023-10-14,False,00:28:29,0,PLAY-INS
ALISTAR,True,B,5,CFO,BDS,2,SUPPORT,SHIAUC,False,1,5,3,2023-10-14,False,00:28:29,0,PLAY-INS
RENEKTON,True,R,1,BDS,CFO,2,TOP,ADAM,False,5,2,8,2023-10-14,True,00:28:29,0,PLAY-INS
MAOKAI,True,R,2,BDS,CFO,2,JUNGLE,SHEO,False,2,1,11,2023-10-14,True,00:28:29,0,PLAY-INS
AZIR,True,R,3,BDS,CFO,2,MID,NUC,False,3,2,8,2023-10-14,True,00:28:29,0,PLAY-INS
KALISTA,True,R,4,BDS,CFO,2,ADC,CROWNIE,False,6,2,8,2023-10-14,True,00:28:29,0,PLAY-INS
TARIC,True,R,5,BDS,CFO,2,SUPPORT,LABROV,False,1,0,14,2023-10-14,True,00:28:29,0,PLAY-INS
ORIANA,False,B,1,CFO,BDS,2,BAN,BAN,False,0,0,0,2023-10-14,False,00:28:29,0,PLAY-INS
DARIUS,False,B,2,CFO,BDS,2,BAN,BAN,False,0,0,0,2023-10-14,False,00:28:29,0,PLAY-INS
OLAF,False,B,3,CFO,BDS,2,BAN,BAN,False,0,0,0,2023-10-14,False,00:28:29,0,PLAY-INS
EZREAL,False,B,4,CFO,BDS,2,BAN,BAN,False,0,0,0,2023-10-14,False,00:28:29,0,PLAY-INS
